0,0,0.10795,0,0,-1,6.12323e-17,6.12323e-17
0,0,0.104272,0.0279395,0,-0.965926,-0.258819,6.12323e-17
0,0,0.0934874,0.053975,0,-0.866025,-0.5,6.12323e-17
0,0,0.0763322,0.0763322,0,-0.707107,-0.707107,6.12323e-17
0,0,0.053975,0.0934874,0,-0.5,-0.866025,6.12323e-17
0,0,0.0279395,0.104272,0,-0.258819,-0.965926,6.12323e-17
0,0,6.61003e-18,0.10795,0,6.12323e-17,-1,6.12323e-17
0,0,-0.0279395,0.104272,0,0.258819,-0.965926,6.12323e-17
0,0,-0.053975,0.0934874,0,0.5,-0.866025,6.12323e-17
0,0,-0.0763322,0.0763322,0,0.707107,-0.707107,6.12323e-17
0,0,-0.0934874,0.053975,0,0.866025,-0.5,6.12323e-17
0,0,-0.104272,0.0279395,0,0.965926,-0.258819,6.12323e-17
0,0,-0.10795,1.32201e-17,0,1,-1.83697e-16,6.12323e-17
0,0,-0.104272,-0.0279395,0,0.965926,0.258819,6.12323e-17
0,0,-0.0934874,-0.053975,0,0.866025,0.5,6.12323e-17
0,0,-0.0763322,-0.0763322,0,0.707107,0.707107,6.12323e-17
0,0,-0.053975,-0.0934874,0,0.5,0.866025,6.12323e-17
0,0,-0.0279395,-0.104272,0,0.258819,0.965926,6.12323e-17
0,0,-1.98301e-17,-0.10795,0,6.12323e-17,1,6.12323e-17
0,0,0.0279395,-0.104272,0,-0.258819,0.965926,6.12323e-17
0,0,0.053975,-0.0934874,0,-0.5,0.866025,6.12323e-17
0,0,0.0763322,-0.0763322,0,-0.707107,0.707107,6.12323e-17
0,0,0.0934874,-0.053975,0,-0.866025,0.5,6.12323e-17
0,0,0.104272,-0.0279395,0,-0.965926,0.258819,6.12323e-17
0,0,0.10795,0,0.2159,-1,6.12323e-17,6.12323e-17
0,0,0.104272,0.0279395,0.2159,-0.965926,-0.258819,6.12323e-17
0,0,0.0934874,0.053975,0.2159,-0.866025,-0.5,6.12323e-17
0,0,0.0763322,0.0763322,0.2159,-0.707107,-0.707107,6.12323e-17
0,0,0.053975,0.0934874,0.2159,-0.5,-0.866025,6.12323e-17
0,0,0.0279395,0.104272,0.2159,-0.258819,-0.965926,6.12323e-17
0,0,6.61003e-18,0.10795,0.2159,6.12323e-17,-1,6.12323e-17
0,0,-0.0279395,0.104272,0.2159,0.258819,-0.965926,6.12323e-17
0,0,-0.053975,0.0934874,0.2159,0.5,-0.866025,6.12323e-17
0,0,-0.0763322,0.0763322,0.2159,0.707107,-0.707107,6.12323e-17
0,0,-0.0934874,0.053975,0.2159,0.866025,-0.5,6.12323e-17
0,0,-0.104272,0.0279395,0.2159,0.965926,-0.258819,6.12323e-17
0,0,-0.10795,1.32201e-17,0.2159,1,-1.83697e-16,6.12323e-17
0,0,-0.104272,-0.0279395,0.2159,0.965926,0.258819,6.12323e-17
0,0,-0.0934874,-0.053975,0.2159,0.866025,0.5,6.12323e-17
0,0,-0.0763322,-0.0763322,0.2159,0.707107,0.707107,6.12323e-17
0,0,-0.053975,-0.0934874,0.2159,0.5,0.866025,6.12323e-17
0,0,-0.0279395,-0.104272,0.2159,0.258819,0.965926,6.12323e-17
0,0,-1.98301e-17,-0.10795,0.2159,6.12323e-17,1,6.12323e-17
0,0,0.0279395,-0.104272,0.2159,-0.258819,0.965926,6.12323e-17
0,0,0.053975,-0.0934874,0.2159,-0.5,0.866025,6.12323e-17
0,0,0.0763322,-0.0763322,0.2159,-0.707107,0.707107,6.12323e-17
0,0,0.0934874,-0.053975,0.2159,-0.866025,0.5,6.12323e-17
0,0,0.104272,-0.0279395,0.2159,-0.965926,0.258819,6.12323e-17
0,0,0.10795,0,-0.2159,-1,6.12323e-17,6.12323e-17
0,0,0.104272,0.0279395,-0.2159,-0.965926,-0.258819,6.12323e-17
0,0,0.0934874,0.053975,-0.2159,-0.866025,-0.5,6.12323e-17
0,0,0.0763322,0.0763322,-0.2159,-0.707107,-0.707107,6.12323e-17
0,0,0.053975,0.0934874,-0.2159,-0.5,-0.866025,6.12323e-17
0,0,0.0279395,0.104272,-0.2159,-0.258819,-0.965926,6.12323e-17
0,0,6.61003e-18,0.10795,-0.2159,6.12323e-17,-1,6.12323e-17
0,0,-0.0279395,0.104272,-0.2159,0.258819,-0.965926,6.12323e-17
0,0,-0.053975,0.0934874,-0.2159,0.5,-0.866025,6.12323e-17
0,0,-0.0763322,0.0763322,-0.2159,0.707107,-0.707107,6.12323e-17
0,0,-0.0934874,0.053975,-0.2159,0.866025,-0.5,6.12323e-17
0,0,-0.104272,0.0279395,-0.2159,0.965926,-0.258819,6.12323e-17
0,0,-0.10795,1.32201e-17,-0.2159,1,-1.83697e-16,6.12323e-17
0,0,-0.104272,-0.0279395,-0.2159,0.965926,0.258819,6.12323e-17
0,0,-0.0934874,-0.053975,-0.2159,0.866025,0.5,6.12323e-17
0,0,-0.0763322,-0.0763322,-0.2159,0.707107,0.707107,6.12323e-17
0,0,-0.053975,-0.0934874,-0.2159,0.5,0.866025,6.12323e-17
0,0,-0.0279395,-0.104272,-0.2159,0.258819,0.965926,6.12323e-17
0,0,-1.98301e-17,-0.10795,-0.2159,6.12323e-17,1,6.12323e-17
0,0,0.0279395,-0.104272,-0.2159,-0.258819,0.965926,6.12323e-17
0,0,0.053975,-0.0934874,-0.2159,-0.5,0.866025,6.12323e-17
0,0,0.0763322,-0.0763322,-0.2159,-0.707107,0.707107,6.12323e-17
0,0,0.0934874,-0.053975,-0.2159,-0.866025,0.5,6.12323e-17
0,0,0.104272,-0.0279395,-0.2159,-0.965926,0.258819,6.12323e-17
0,0,0.10795,0,0.4318,-1,6.12323e-17,6.12323e-17
0,0,0.104272,0.0279395,0.4318,-0.965926,-0.258819,6.12323e-17
0,0,0.0934874,0.053975,0.4318,-0.866025,-0.5,6.12323e-17
0,0,0.0763322,0.0763322,0.4318,-0.707107,-0.707107,6.12323e-17
0,0,0.053975,0.0934874,0.4318,-0.5,-0.866025,6.12323e-17
0,0,0.0279395,0.104272,0.4318,-0.258819,-0.965926,6.12323e-17
0,0,6.61003e-18,0.10795,0.4318,6.12323e-17,-1,6.12323e-17
0,0,-0.0279395,0.104272,0.4318,0.258819,-0.965926,6.12323e-17
0,0,-0.053975,0.0934874,0.4318,0.5,-0.866025,6.12323e-17
0,0,-0.0763322,0.0763322,0.4318,0.707107,-0.707107,6.12323e-17
0,0,-0.0934874,0.053975,0.4318,0.866025,-0.5,6.12323e-17
0,0,-0.104272,0.0279395,0.4318,0.965926,-0.258819,6.12323e-17
0,0,-0.10795,1.32201e-17,0.4318,1,-1.83697e-16,6.12323e-17
0,0,-0.104272,-0.0279395,0.4318,0.965926,0.258819,6.12323e-17
0,0,-0.0934874,-0.053975,0.4318,0.866025,0.5,6.12323e-17
0,0,-0.0763322,-0.0763322,0.4318,0.707107,0.707107,6.12323e-17
0,0,-0.053975,-0.0934874,0.4318,0.5,0.866025,6.12323e-17
0,0,-0.0279395,-0.104272,0.4318,0.258819,0.965926,6.12323e-17
0,0,-1.98301e-17,-0.10795,0.4318,6.12323e-17,1,6.12323e-17
0,0,0.0279395,-0.104272,0.4318,-0.258819,0.965926,6.12323e-17
0,0,0.053975,-0.0934874,0.4318,-0.5,0.866025,6.12323e-17
0,0,0.0763322,-0.0763322,0.4318,-0.707107,0.707107,6.12323e-17
0,0,0.0934874,-0.053975,0.4318,-0.866025,0.5,6.12323e-17
0,0,0.104272,-0.0279395,0.4318,-0.965926,0.258819,6.12323e-17
0,0,0.10795,0,-0.4318,-1,6.12323e-17,6.12323e-17
0,0,0.104272,0.0279395,-0.4318,-0.965926,-0.258819,6.12323e-17
